"record_id","site","state_territory","source","county_fips","counties_served","population_served","sample_id","sample_collect_date","sample_type","sample_matrix","sample_location","flow_rate","concentration_method","pasteurized","pcr_type","extraction_method","major_lab_method","inhibition_detect","inhibition_adjust","ntc_amplify","pcr_target","pcr_gene_target_agg","pcr_target_avg_conc","pcr_target_units","lod_sewage","pcr_target_detect","pcr_target_avg_conc_lin","pcr_target_flowpop_lin","pcr_target_mic_lin","hum_frac_target_mic","hum_frac_mic_conc","hum_frac_mic_unit","rec_eff_percent","rec_eff_target_name","rec_eff_spike_matrix","rec_eff_spike_conc","date_updated"
"700c3aac9c15918ecb954f5a973c6759",336,"ga","WastewaterSCAN","13121","Fulton","84,486","5fbb17169d3c2620f3b49224d1410b8f","2023-11-21","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","126,989.94746","copies/g dry sludge","1,100","yes","126,989.94746","","0.00042","pepper mild mottle virus","301,624,391.85965","copies/g dry sludge","116.6","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"24a276b3f373f31dd4abad541c54bfbb",339,"ga","WastewaterSCAN","13121","Fulton","294,660","8ef370677419c64596bf5d6fb71a379c","2023-04-20","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","863,691,857.42574","copies/g dry sludge","105.7","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"724c42305010c2350140f00f9576477d",349,"ga","State_Territory","13223","Paulding","14,000","a6fa0fffe340fad25881b3dc725fea35","2025-06-08","12-hr time-weighted composite","raw wastewater","wwtp","0.9","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","632,702.57143","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"e8c3be9b3a8fc10baf761bdf52060745",342,"ga","State_Territory","13135","Gwinnett","496,000","8147814b3555ff38a15590b8f22665b3","2023-12-24","24-hr flow-weighted composite","raw wastewater","wwtp","36","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","714,341.6129","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"2cf42fac199c30a240b327c8fbf12546",339,"ga","WastewaterSCAN","13121","Fulton","294,660","2b0045ac7069c7292a99122628a87e0b","2023-05-04","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","402,939,668.92081","copies/g dry sludge","88.2","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"378e39cd6ce3636540995c543070d0b4",329,"ga","State_Territory","13067","Cobb","113,079","283fb30dadf09a1bcd435ce9cb4e9534","2024-12-02","24-hr time-weighted composite","raw wastewater","wwtp","13.28","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","2,664","copies/l wastewater","5,200","no","2,600","1,155,849.37256","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"52552d2067d5cf4ef8bb7090657d567a",334,"ga","State_Territory","13115","Floyd","38,111","adbb801e25e212ffc1a25487426de9d1","2025-01-01","24-hr time-weighted composite","raw wastewater","wwtp","13","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","7,968","copies/l wastewater","5,200","yes","7,968","10,288,548.54504","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"36b5720adfda95c5d6fafaf00eb3764c",326,"ga","WastewaterSCAN","13121","Fulton","12,818","6bf4515bfee4c592c47f58bf31180230","2022-08-01","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","3,367.979","copies/g dry sludge","1,100","yes","3,367.979","","0.00001","pepper mild mottle virus","246,463,949.85827","copies/g dry sludge","78.3","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"de53903771e3489f8d4ce0429b8e2038",336,"ga","WastewaterSCAN","13121","Fulton","84,486","0ffccc11d6ba9ae5a6673d2c299e8de7","2026-02-04","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","34,218.49082","copies/g dry sludge","1,100","yes","34,218.49082","","0.00011","pepper mild mottle virus","303,262,926.14493","copies/g dry sludge","185.7","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"ee5f92932585ea2f16776d3508632929",337,"ga","WastewaterSCAN","13121","Fulton","189,593","0f0ebce86183e228db7bb1cbedeb48c0","2025-06-03","24-hr time-weighted composite","primary sludge","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","482,296,334.11765","copies/g dry sludge","121.4","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"fb60983b1376d8698af1f15113ce60e4",329,"ga","State_Territory","13067","Cobb","113,079","0a4d6755b43c55356dad13eba0e685ab","2026-01-11","24-hr time-weighted composite","raw wastewater","wwtp","12.65","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","2,298.47087","copies/l wastewater","5,200","no","2,600","1,101,016.15685","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"50c77b454da96f4b5b7101bdb449ac26",334,"ga","State_Territory","13115","Floyd","38,111","ef435f96d21e23896b2a010114ba6845","2025-05-04","24-hr time-weighted composite","raw wastewater","wwtp","24.101","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","6,224,003.72701","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"073d631510aee253c7f322b7b94bcd5a",348,"ga","State_Territory","13223","Paulding","19,000","030cfcceb11b712b9d5a2b26da5eed58","2025-05-08","24-hr time-weighted composite","raw wastewater","wwtp","1.9","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","984,204","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"789655a638d40a1d381b30e50b408d2a",339,"ga","WastewaterSCAN","13121","Fulton","294,660","ce01a4e183ecc348bdf259a01e84930d","2025-11-25","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","20,116.32893","copies/g dry sludge","1,100","yes","20,116.32893","","0.00004","pepper mild mottle virus","453,901,518.63566","copies/g dry sludge","62.2","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"0aa6c2ea281ab32b256e6e73af018739",338,"ga","WastewaterSCAN","13121","Fulton","73,821","d1a5970e7f812d0727cd38780b28e7db","2023-05-24","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","235,667,935.83715","copies/g dry sludge","86.3","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"26c86660c75a643928af412efb2be0c7",334,"ga","State_Territory","13115","Floyd","38,111","360a4238ac1408036ef61008c123dd9e","2024-07-22","24-hr time-weighted composite","raw wastewater","wwtp","9","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","2,324,220.30385","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"1b9801e3194dd43579a99d0b0a80c711",336,"ga","WastewaterSCAN","13121","Fulton","84,486","7f25a9744e64ae6aad4b8997b1154ab9","2024-12-31","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","212,343.82174","copies/g dry sludge","1,100","yes","212,343.82174","","0.00045","pepper mild mottle virus","468,874,642.31446","copies/g dry sludge","104.6","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"2b8086a079beabe811255825480ff2a5",337,"ga","WastewaterSCAN","13121","Fulton","189,593","734afc87a5a00419e2a3323408a5aa2b","2022-07-04","24-hr time-weighted composite","primary sludge","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","41,835.7968","copies/g dry sludge","1,100","yes","41,835.7968","","0.00025","pepper mild mottle virus","169,931,191.92523","copies/g dry sludge","70.1","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"b2666d1cf3412438f8ae001529bc507a",353,"ga","State_Territory","13245","Richmond","200,000","ccef6a5dc142cc06da361bd786f92366","2025-02-16","24-hr time-weighted composite","post grit removal","wwtp","41","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","2,017,618.2","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"e83d698b1ce755443e04ff8bbe0216e0",338,"ga","WastewaterSCAN","13121","Fulton","73,821","2a7b44b6b88a27b45e264f3b1a74a810","2024-08-27","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","140,367,452.53561","copies/g dry sludge","158","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"01409642fa426d39b84000adf5fbf1c9",328,"ga","State_Territory","13063","Clayton","124,000","6c093fc653d79200f6fcee3c678d082f","2024-06-24","24-hr flow-weighted composite","raw wastewater","wwtp","14","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","1,111,198.06452","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"ea386b4d0702eec64cb03ae5ce7fb89b",333,"ga","State_Territory","13097","Douglas","37,256","13859d0f0a4622a7efcaa5d20b6f9a37","2025-12-15","24-hr flow-weighted composite","raw wastewater","wwtp","2.8","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","1,148.80617","copies/l wastewater","5,200","no","2,600","739,685.20507","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"f53a2627b83360a7ba3be390a617d818",340,"ga","WastewaterSCAN","13121","Fulton","105,160","1b59d741177b6f50474a30c5aefdbbb0","2025-08-12","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","4,910.38044","copies/g dry sludge","1,100","yes","4,910.38044","","0.00001","pepper mild mottle virus","337,120,697.50725","copies/g dry sludge","97.5","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"b7d6020c24c0290882b4c782fd13c0e8",2359,"ga","State_Territory","13225","Peach","8,008","45dc5cfb5555a55a6d1d07fadaadb1d9","2025-06-11","8-hr time-weighted composite","raw wastewater","wwtp","1.762","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","2,165,543.76623","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"05bf0657b2de326cc2d11cac6681f60b",338,"ga","WastewaterSCAN","13121","Fulton","73,821","312d267a34f8e23cd2abfd45321ed6b6","2025-07-14","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","248,551,089.37828","copies/g dry sludge","43.3","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"0be67349b9b71119145a3fad2f3fb6f9",339,"ga","WastewaterSCAN","13121","Fulton","294,660","247a884dc3dd25b054164a01225781cf","2023-09-19","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","14,142.129","copies/g dry sludge","1,100","yes","14,142.129","","0.00003","pepper mild mottle virus","472,531,070.38994","copies/g dry sludge","92.6","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"23618b6a020a023e797e78741f7b8d4d",349,"ga","State_Territory","13223","Paulding","14,000","6e05a3f31b9062ba1dbd4c08dfb89c19","2024-10-13","12-hr time-weighted composite","raw wastewater","wwtp","0.9","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","632,702.57143","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"aa57cfe388d9bb1b891fa9f3e1704578",337,"ga","WastewaterSCAN","13121","Fulton","189,593","8acc6cba6899d448fee8c87084219ba0","2025-09-15","24-hr time-weighted composite","primary sludge","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","396,518,767.74603","copies/g dry sludge","176.6","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"ded40d28f43997b6ff9a3c47c8c6b90e",332,"ga","State_Territory","13095","Dougherty","66,000","d2b1a3e0464ab35fa25197997978a001","2025-07-08","24-hr flow-weighted composite","raw wastewater","wwtp","15","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","2,236,827.27273","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"3b074d96a12e9d98c756820d31138fb4",339,"ga","WastewaterSCAN","13121","Fulton","294,660","364b85866e36cf3dc680da707d786561","2023-09-26","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","7,622.13119","copies/g dry sludge","1,100","yes","7,622.13119","","0.00002","pepper mild mottle virus","438,203,938.76543","copies/g dry sludge","91.3","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"18246717eca936fae8945a1c5200a43d",337,"ga","WastewaterSCAN","13121","Fulton","189,593","ab347175a94d4ee0e87aca3b9d028d48","2025-03-05","24-hr time-weighted composite","primary sludge","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","27,329.5766","copies/g dry sludge","1,100","yes","27,329.5766","","0.00008","pepper mild mottle virus","342,077,704.53333","copies/g dry sludge","113.6","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"4fec64f16829407c952ec5e31deeeb76",341,"ga","WastewaterSCAN","13121","Fulton","70,887","2af28e6cd8c39e17e3a0d22e7f5c670d","2023-09-14","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","5,801.24949","copies/g dry sludge","1,100","yes","5,801.24949","","0.00003","pepper mild mottle virus","180,382,058.7907","copies/g dry sludge","116.5","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"2bef32122284fc41360258e9d29c4af1",339,"ga","WastewaterSCAN","13121","Fulton","294,660","f6e4b9acce5ecdb4a417e36a97a2f24d","2024-02-15","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","7,981.78729","copies/g dry sludge","1,100","yes","7,981.78729","","0.00003","pepper mild mottle virus","292,261,081.24444","copies/g dry sludge","49.6","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"9f5835e9c96baa8af58ddde10c5044d8",326,"ga","State_Territory","13057","Cherokee","20,000","9df3b7ca1fd8b80c8af613ef8ac59c86","2025-10-07","24-hr time-weighted composite","raw wastewater","wwtp","0.328","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",5,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","161,409.456","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"4c92366a7998cca2fc2e0cbe7f353431",343,"ga","State_Territory","13153","Houston","86,000","87c4f96efb46ce13b148e4686cf8628b","2024-08-04","24-hr flow-weighted composite","raw wastewater","wwtp","12","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","1,373,307.90698","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"419f8f76c088d8e606cf8afec0f3ed9c",334,"ga","State_Territory","13115","Floyd","38,111","41cb752f68770b63b315731f675b08a3","2024-10-28","24-hr time-weighted composite","raw wastewater","wwtp","7","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","1,807,726.90299","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"6557263b9df01d54f0bb5e99f013bcb7",346,"ga","WastewaterSCAN","13215, 13053","Muscogee, Chattahoochee","278,000","7a399cf03f6f528b55ea97e7afa152ab","2022-11-07","grab","primary sludge","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","4,896.11532","copies/g dry sludge","1,100","yes","4,896.11532","","0.00002","pepper mild mottle virus","212,381,002.8917","copies/g dry sludge","95.5","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"4436b8069f7349b5a79af395874af2e6",332,"ga","State_Territory","13095","Dougherty","66,000","a5576f463857aa2558c6c2ef5676de59","2024-12-26","24-hr flow-weighted composite","raw wastewater","wwtp","12","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","2,568","copies/l wastewater","5,200","no","2,600","1,789,461.81818","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"12db57547decaf7b46b48163178126d8",342,"ga","State_Territory","13135","Gwinnett","496,000","9c32c08ea9ec4942ef599b96709fb850","2026-03-30","24-hr flow-weighted composite","raw wastewater","wwtp","39","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","773,870.08065","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"d8ba50a1d31b7f4af2635a5633a33525",326,"ga","WastewaterSCAN","13121","Fulton","12,818","e1fa82c6f3e92deb440ffcbc4eb1728e","2022-08-03","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","203,129,359.64444","copies/g dry sludge","60.9","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"6842856e1ab80da5d0b68701085b64f2",346,"ga","WastewaterSCAN","13215, 13053","Muscogee, Chattahoochee","278,000","c3dc5fb9cdfca980aab3656d20ec9665","2026-01-14","grab","primary sludge","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","7,257.09095","copies/g dry sludge","1,100","yes","7,257.09095","","0.00002","pepper mild mottle virus","365,006,979.89744","copies/g dry sludge","88.7","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"e984080514d1a1e36f6055989e42cdc0",339,"ga","WastewaterSCAN","13121","Fulton","294,660","a403f2b16839663c8852b3c83b7c08a1","2024-03-14","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","529,261,610.27161","copies/g dry sludge","89.6","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"1d17694d0d54da9d3bc59284ca28e1a7",327,"ga","State_Territory","13059","Clarke","60,000","835d1befc8240b5b17440d72c0531ceb","2024-09-13","24-hr time-weighted composite","raw wastewater","wwtp","7.41","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","1,215,491.94","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"cbc8f30fa8e0bee112f9991b4c2c0280",346,"ga","WastewaterSCAN","13215, 13053","Muscogee, Chattahoochee","278,000","4a5d5d4e716d70aa2e69f1cd7866427e","2023-09-22","grab","primary sludge","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","7,716.11982","copies/g dry sludge","1,100","yes","7,716.11982","","0.00003","pepper mild mottle virus","275,952,366.4127","copies/g dry sludge","158.8","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"85759bba7a3876ef2c4cd10e36f4d2d2",348,"ga","State_Territory","13223","Paulding","19,000","e074b67ed07dfe4ff129e47fa8503b89","2024-04-11","12-hr time-weighted composite","raw wastewater","wwtp","1.7","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","880,603.57895","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"ec9ac6be6069df2a68cc5e3139672049",330,"ga","State_Territory","13067","Cobb","304,020","0009c3fa79de4c82893fa7ea7e7c63bf","2025-06-02","grab","raw wastewater","wwtp","32.56","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","1,054,064.93783","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"31ee382306c3c2eefb225567f221068d",326,"ga","WastewaterSCAN","13121","Fulton","12,818","a36116be9732b487bac6b2d9f558668f","2025-09-08","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","337,576,991.54286","copies/g dry sludge","96.9","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"77b9b7da810c65cee3e69bc711e8a0d9",338,"ga","WastewaterSCAN","13121","Fulton","73,821","7a45229c15a9e78ea3826f1daef69b0c","2023-08-09","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","318,055,399.57333","copies/g dry sludge","104","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"ad541fdc97f57ed715f6fe5cf3555b87",326,"ga","WastewaterSCAN","13121","Fulton","12,818","2575fef4b8da18fe210e7f609c882570","2023-03-06","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","214,395,936.07786","copies/g dry sludge","74.5","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"d6c56b9b0a825839439ae401384e9663",326,"ga","WastewaterSCAN","13121","Fulton","12,818","ed61b9813ffc51bfda1b002d39f1b2b8","2023-10-09","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","238,523,279.0303","copies/g dry sludge","59.1","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"03a5f957fe5b262d2b0458e3056d9192",340,"ga","WastewaterSCAN","13121","Fulton","105,160","1f823c15e4f0795cf7ea431ce0e2bfdf","2025-12-23","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","12,278.42157","copies/g dry sludge","1,100","yes","12,278.42157","","0.00009","pepper mild mottle virus","141,302,757.89474","copies/g dry sludge","108.4","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"e9cf7dd2d545e275f810ae566cf684b9",353,"ga","State_Territory","13245","Richmond","200,000","591f6b32d545fc1f5856a944ef8bedca","2025-04-24","24-hr time-weighted composite","post grit removal","wwtp","38","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","1,869,987.6","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"aa8810df4f073cb61dd4899ee1368b35",338,"ga","WastewaterSCAN","13121","Fulton","73,821","8423f00fe0fa33faf2d2a0273084b04f","2025-03-04","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","3,182.56121","copies/g dry sludge","1,100","yes","3,182.56121","","0.00002","pepper mild mottle virus","208,063,845.38226","copies/g dry sludge","152.1","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
